Shop Name,Contact,Address,State,City,GST
Huda' S Bridal Makeover (Varanasi),919172121466,Sco 182 sec 37c,Uttar Pradesh,Varanasi,
Jaya Unic Ladies Parlour (Amritsar),919166562697,GT road khatuli,Punjab,Amritsar,
Kaavya Unisex Salon (Muzaffarnagar),919165121316,Pali,Uttar Pradesh,Muzaffarnagar,
New Look By Sarfraz Salon (Noida),919164515029,Noida sector 75,Uttar Pradesh,Noida,
Bigg Boss Studio (Bangalore),919163207252,Firozepur,Karnataka,Bangalore,
Merriment Salon (Lucknow),919161195556,Rohtak,Uttar Pradesh,Lucknow,
Apoorawa Beauty Salon (Delhi),919156870488,Kavi nagar Ghaziabad,Delhi,Delhi,
Blush And Brush Makeuttar Pradesh Studio (Mumbai),919149979149,Laxmi Nagar,Maharashtra,Mumbai,
Harguns Salon (Delhi),919149355322,Gadhi colony,Delhi,Delhi,
Eram (Jodhpur),919149164661,Gokhle marg,Rajasthan,Jodhpur,
Beyond Salon (Mysore),919149137264,Bus stand road BalraMadhya Pradeshur,Karnataka,Mysore,
Aphrodyt Family Salon (Kannapuram),919148886202,Kharbi,Kerala,Kannapuram,
Nancy Makeover (Muzaffarnagar),919148330509,near jain mandir moradabad,Uttar Pradesh,Muzaffarnagar,
Naturals (Mananthavady),919146510071,Takli Godhni Road,Kerala,Mananthavady,
Magic Face (Other),919145947715,Vasanth Nagar,Himachal Pradesh,Other,
Dhiran Make Over (Tarn Taran),919142364090,"Currency tower,vip road",Punjab,Tarn Taran,
Beauty Hub (Varanasi),919140802437,Anand Vihar East Delhi,Uttar Pradesh,Varanasi,
Kushi Beauty Saloon (Bakhtawarpur),919136017918,"Sec 14, house no 693",Delhi,Bakhtawarpur,
Beauty N Blonde Unisex Salon (Amritsar),919131896369,Railway road apna enclave,Punjab,Amritsar,
Blond Studeo (Lucknow),919130474374,Sec 36,Uttar Pradesh,Lucknow,
Morden Unisex Salon (Amritsar),919129623359,Dhyanpur,Punjab,Amritsar,
Jain Distributor (Gorakhpur),919120432363,Mohababazar,Uttar Pradesh,Gorakhpur,
Aura Unisex Salon (Achhnera),919119827195,Peermuchalla,Uttar Pradesh,Achhnera,
7 Om Beauty (Ferozepore),919119696092,New rajendranagar,Punjab,Ferozepore,
Healing Beauty Parlour (Raipur),919119086786,Kapsethi,Chhattisgarh,Raipur,
Blush Beauty Makeover (Raipur),919118188857,Kota,Chhattisgarh,Raipur,
Kimfaa (SoUTh Delhi),919116505285,"149A, Manas Nagar, Agra",Delhi,SoUTh Delhi,
Narmatha Salon (MeerUT),919116362991,Vrindavan colony,Uttar Pradesh,MeerUT,
Royal Makeover Salon (Diglipur),919115296196,"Central Market, Sec 50, Noida",Andaman and Nicobar Islands,Diglipur,
Dolce Vita (ERANAKULAM),919113492191,Panki,Kerala,ERANAKULAM,
Harris Loera (Hissar),919111346675,"Above Bank of Baroda,main 100 fUTa road 
Sant Nagar burari Delhi 84",Haryana,Hissar,
I ( Kreative Kute Salon Moga ) (Gonda),919111007011,190 -c (L)model town karnal,Uttar Pradesh,Gonda,
Charlie Salon Moga (Other),919110694662,Kashmir avenue,Andaman and Nicobar Islands,Other,
Megha Mannat Makeover (Kolkata),919110478902,Opp dominos pizza dd puram baraily,West Bengal,Kolkata,
Lotos Parlour (Delhi),919108372879,Main chowk burari,Delhi,Delhi,
Lata (Chandigarh),919104250777,Nara road Sugat nagar,Punjab,Chandigarh,
La Famme Ledies Salon (Chandigarh),919097545115,"G-193, Block G, Gamma II, Greater Noida, Uttar Pradesh 201310",Punjab,Chandigarh,
Cosmo Salon (Delhi),919096216733,D-78 opp tata power house shalimar bagh,Delhi,Delhi,
M J Makeover (Kharar),919088726116,Khem karan road,Punjab,Kharar,
Magnifera Salon (Raipur),919088229921,PaduMadhya PradeshUttarakhandhri 3rd mile Dimapur Nagaland,Chhattisgarh,Raipur,
Alisha S Emadhya Pradeshre Salon (Bangalore),919086796061,Korba,Karnataka,Bangalore,
Best Look (MeerUT),919086117797,Ghala mala chono near bliss bakery,Uttar Pradesh,MeerUT,
Christina Beauty Salon (Bangalore),919086070086,88 ft road,Karnataka,Bangalore,
New Geetanjali Salon (Lucknow),919084459378,Chennai,Uttar Pradesh,Lucknow,
Samer Salon (Muzaffarnagar),919084320860,Hapur Delhi road,Uttar Pradesh,Muzaffarnagar,
Km Makeuttar Pradesh Studio (Nagpur),919080096387,Gola Main market khalilabad,Maharashtra,Nagpur,
Beauty Castle (Chandannagar),919079171661,Civil lines Bareilly,Uttar Pradesh,Chandannagar,
Big Boss Unisex Salon (Nagpur),919076444000,Sec 38 west,Maharashtra,Nagpur,
Arjun Makeover (MeerUT),919075695383,Oxford Street zirakpur,Uttar Pradesh,MeerUT,
Isha Beauty Salon (Mumbai),919074277292,Ratan lal nagar,Maharashtra,Mumbai,
Huma Beauty Parlour (Delhi),919073120062,Robindro nagar,Delhi,Delhi,
Robin Morya Hair By Morya Zira (Mansurpur),919072753472,Dvg road,Uttar Pradesh,Mansurpur,
Krisha Beauty Parlour (Panchkula),919070675534,"Beside J D CoMadhya Pradeshlex, Azad Basti, Chepa Pull",Haryana,Panchkula,
Avalon Unisex Salon (Nagpur),919066758888,JP nagar chunchghatta,Maharashtra,Nagpur,
Lavish Locks (GaUTam Budh Nagar),919060303326,"Main bajar, Jalalabad",Uttar Pradesh,GaUTam Budh Nagar,
Jasmine (Bangalore),919056547886,"Junction road , salem",Karnataka,Bangalore,
Ciao Bello Salon (Lucknow),919055511156,GT road,Uttar Pradesh,Lucknow,
Princess (Moga),919054818706,Ashoka Market,Punjab,Moga,
Daineal Saloon (MeerUT),919049966259,Main bazar near kameti ghar,Uttar Pradesh,MeerUT,
Creative Salon (Mumbai),919049898400,Opp saroop rani college,Maharashtra,Mumbai,
Athenaian (Guwahati),919045928972,"PGI Road opp Trama Centre, Lucknow",Assam,Guwahati,
Nicks Salon (Raipur),919045290935,"Rajendra Nagar, Dehradun (Uttarakhand)",Chhattisgarh,Raipur,
Jawad Habib Rave Moti Mall (Mumbai),919045074277,Niharika market,Maharashtra,Mumbai,
Istri Makeuttar Pradesh Studio (Darjeeling),919044303848,PGI,West Bengal,Darjeeling,
Divine Aura Salon (Lucknow),919042247407,Jalvihar colony,Uttar Pradesh,Lucknow,
Beyond (Amritsar),919041889108,Bannerghatta road,Punjab,Amritsar,
Mona Lisa Beauty Parlour (Zerakpur),919040320470,Hill cart road siliguri,Punjab,Zerakpur,
Amantran (Raipur),919039673344,Golghar gorakhpur,Chhattisgarh,Raipur,
Mom'S Daughter Makeover (Moga),919036441144,Salkia plaza market West Bengal Kolkata,Punjab,Moga,
Cafrocking Unisex Salon (Chandigarh),919036339986,Vrandavan telibagh,UT,Chandigarh,
Cheenas (Delhi),919035411679,"Banaswadi 
OMBR LayoUT ",Delhi,Delhi,
Mbr Beauty Salon (Udaipur),919035345364,"SEC-IV, BOKARO",Rajasthan,Udaipur,
Nisha Juliate (Erode),919028022205,Kapil nagar,Tamil Nadu,Erode,
MUttarakhandta Make Over (Lucknow),919027844306,Sikandra bodla road,Uttar Pradesh,Lucknow,
Rose Petals Family Salon (Kota),919027132417,"Sharma Market, Adityapur",Rajasthan,Kota,
C 3 Unisex Salon (Nagpur),919021635061,"D - 174, Sector61, near prateek fedora apartments, Sector 61,",Maharashtra,Nagpur,
Anika Beauty Studio (Mudki),919021509371,Avantika 2 Ghaziabad,Punjab,Mudki,
Glorious Salon (Jamshedpur),919021414230,Wadi,Jharkhand,Jamshedpur,
Chandana Palour (Chandigarh),919019399075,Pinjor,Punjab,Chandigarh,
Matrix Professional Unisex (Nagpur),919015922336,"Tota Chowk, Saharanpur (Uttar Pradesh)",Maharashtra,Nagpur,
Colors (Nagpur),919012482449,A block Markit,Maharashtra,Nagpur,
Lavita Beauty Salon (Gorakhpur),919011413364,Morbi road,Uttar Pradesh,Gorakhpur,
Mohit Unisex Salon (Raipur),919009549266,Police headquarters saheed path,Chhattisgarh,Raipur,
Blessings Unisex Salon (Raipur),919008505808,Yadav nagar,Chhattisgarh,Raipur,
Beauty Bird Salon (Nagpur),919008179306,Masjid moth soUTh extn 2,Maharashtra,Nagpur,
Glam Studio & Acedemy (Kochi),919003555018,"GD-150, GD Block, Sector 3, Bidhannagar, Kolkata, West Bengal 700106",Kerala,Kochi,
Hats Off Salon (Jodhpur),919003197666,Quadian chungu,Rajasthan,Jodhpur,
Divinne Salon (Jodhpur),918999951004,MS park Shahdara,Rajasthan,Jodhpur,
Kriti Beauty Parlour (Baga purana),918999925267,Main market PalaMadhya Pradeshur,Punjab,Baga purana,
Sam Studio And Salon (Ludhiana),918999545192,Vashali Sec 4,Punjab,Ludhiana,
Anu Beauty Salon (Amritsar),918999412592,Swaroop Nagar,Punjab,Amritsar,
Maya'S Family Salon And Academy (Nagpur),918989787867,Ashiyana khajana chauraha,Maharashtra,Nagpur,
Ambition Blonde (Hisar),918986677003,Opp ashok gen.store,Haryana,Hisar,
Just For You Salon (Jalalabad),918986645567,Victoria college,Punjab,Jalalabad,
Kb Beauty Studio (Chandigarh),918979598315,bibi strit vadrakali hugli,Punjab,Chandigarh,
Maysa Beauty Parlor (Amritsar),918979352036,Kushalnagar,Punjab,Amritsar,
Nandani B P (Amritsar),918979342165,Amritsar pUTlighar,Punjab,Amritsar,
Colors Unisex Salon (Delhi),918978675645,Thurahalii,Delhi,Delhi,
Cutting Point (Modinagar),918972284414,Prem mandir road 11 civil lines roorkee,Uttar Pradesh,Modinagar,
Lal Peira (Other),918971610805,Agroha,Andaman and Nicobar Islands,Other,
Maintain Beauty Parlor (Panchkula),918968486950,Bhusawal,Haryana,Panchkula,
Anu Makeover (Delhi),918968080550,KR road,Delhi,Delhi,
Amazing Look Beauty Parlour (Agra),918963097777,Pawan nagar bazar,Uttar Pradesh,Agra,
Ladies N Gentleman Salon (Raipur),918956986305,Tab katika  near dav college,Chhattisgarh,Raipur,
Laavish Salon (Dalli Rajhara),918954301550,295-L model town karnal,Chhattisgarh,Dalli Rajhara,
D Painted Ledy Salon (Noida),918954081875,Sec 41 c Chandigarh,Uttar Pradesh,Noida,
Bride Groom Studio (Noida),918953099469,Jhoripur Shahdara,Uttar Pradesh,Noida,
Magneto Salon (Dehra Dun),918952981468,Hoskote,Uttarakhand,Dehra Dun,
Amoli Beauty Parlour (Panchkula),918944071260,"Felix Hospital, near, Sector 137 Paras tiera commercial 2 shop no.21 grond, Noida, Uttar Pradesh 201305",Haryana,Panchkula,
Shahanaz (Ludhiana),918938970050,Mani bazar talwandi Bhai,Punjab,Ludhiana,
Looks Beauty Parlour (MeerUT),918931861357,Bajrang Nagar Hanuman Mandir kota,Uttar Pradesh,MeerUT,
Brar Royal Salon  (Kotkapura) (Amritsar),918923708689,Sardarpura c road,Punjab,Amritsar,
Gauri By Karan (Kolkata),918921607145,TirUttar Pradeshpur,West Bengal,Kolkata,
Mk  Salon (Hapur),918920612556,UThrahalli,Uttar Pradesh,Hapur,
Anuz Unisex (ERANAKULAM),918907867809,Taran tarn road,Kerala,ERANAKULAM,
Appearance (Nihal Singh wala),918902282525,1.no govt colony malda,Punjab,Nihal Singh wala,
Aakriti Salon (Kot Kapura),918899998618,Sevoke road,Punjab,Kot Kapura,
Cindrela (Nagpur),918899127123,Whitefield,Maharashtra,Nagpur,
"Hd Salon ,Zira (Kanpur)",918892950499,Main sant Nagar chowk burari,Uttar Pradesh,Kanpur,
Sahiba Makeover (Muzaffarnagar),918891436790,Viman nager,Uttar Pradesh,Muzaffarnagar,
Amala (Chandigarh),918890676975,Vyas colony bhilwara,UT,Chandigarh,
Neelam Make Over (Rajkot),918888929107,Gole Market,Gujrat,Rajkot,
Style Speak Salon (Bundi),918884520677,"Jagdalpur ,near Faber showroom,ganjpara",Rajasthan,Bundi,
Kayaka (Gorakhpur),918884385621,Janta nagar gill road,Uttar Pradesh,Gorakhpur,
As Wella Unisex Saloon (Jagdalpur),918882771411,"Goghomali bazar, Siliguri",Chhattisgarh,Jagdalpur,
Chamadhya Pradeshion Salon (Noida),918882122984,Marine line,Uttar Pradesh,Noida,
Ellar Makeuttar Pradesh Studio (Amritsar),918882040995,Mavdi,Punjab,Amritsar,
Be  U Luxe Unisex Salon (Moradabad),918880695689,"H No.17, B Block Near Water Tower Road, Sonari",Uttar Pradesh,Moradabad,
Devolment Salon (Kanpur),918877942682,Tribra road,Uttar Pradesh,Kanpur,
Beauty Tude Makeuttar Pradesh Studio (Delhi),918876372172,Telibagh,Delhi,Delhi,
Nector Unisex Salon (Rajkot),918875727694,"Sainik Nagar, Nawada, Delhi (West)",Gujrat,Rajkot,
Monika Bp (Modinagar),918872843003,Rajajinagar,Uttar Pradesh,Modinagar,
Kavyanjali Beauty Parlour (Mumbai),918872808687,Habowal near HP patrol pumb gali no 3,Maharashtra,Mumbai,
Bridal Makeuttar Pradesh (Noida),918872506932,"C-132, C- Block, Dayanand Colony, Lajpat Nagar, New Delhi, Delhi 110024",Uttar Pradesh,Noida,
Lemon Lounge (Thrissur),918872280800,Panchnath,Kerala,Thrissur,
Blush Beauty Parlour (Noida),918872106004,Booth no 67 sec 37c,Uttar Pradesh,Noida,
Makeuttar Pradesh Villa (Rajkot),918871983949,Chalakudy,Gujrat,Rajkot,
Simran Make Over (Khatuli),918868878364,"Near bus stand, zira",Uttar Pradesh,Khatuli,
Aishwarya Beauty Parlour (Amritsar),918868849819,Shubhash chowk Mawana,Punjab,Amritsar,
Glam And Glow Uttar Pradesh (Chandannagar),918867170618,Meeting with NSM jagadeesh sir,Uttar Pradesh,Chandannagar,
Arty Master (Delhi),918867025941,Kisan. Para chowk,Delhi,Delhi,
Grace Beauty Parlour (Gorakhpur),918861533178,Jay prakash Nagar,Uttar Pradesh,Gorakhpur,
Binas Salon (Moga),918860191527,Avanti vihar,Punjab,Moga,
Cut N Looks Unisex Salon (Bangalore),918860004411,Main road palam vihar,Karnataka,Bangalore,
Gloss & Grace Unisex Salon (Bangalore),918859998886,Shivpurwa,Karnataka,Bangalore,
Amazing Look Beauty (Bangalore),918857915485,Jaripatka,Karnataka,Bangalore,
Like Salon (Coimbatore),918853741993,"Central Market, Sec 50,",Tamil Nadu,Coimbatore,
Gorgeous Beauty Parlour (Moga),918851426058,"O Road, BistUttar Pradeshur",Punjab,Moga,
The Fuzion Cuts Salon Kotkapura (Saharanpur),918847630355,Mallhor,Uttar Pradesh,Saharanpur,
Hair Tuner Salon (Varanasi),918847628684,Shanti coMadhya Pradeshlex main market khalilabad,Uttar Pradesh,Varanasi,
Additional Touch (Amritsar),918847325604,Khojwan,Punjab,Amritsar,
Jawad Habib Keshav Puram (Varanasi),918840679164,Town hall kachahari road gorakhpur,Uttar Pradesh,Varanasi,
Kalakaar Salon (Other),918840150963,"Lotus Panache, Sector 110, Noida, Uttar Pradesh",Andaman and Nicobar Islands,Other,
Sir Snip N Seek Faridkot (Chandigarh),918839607816,"Circal road , Faridkot",Punjab,Chandigarh,
Kritims Cuts Salon (Achaljamu),918839582110,J -12/31 rajouri garden,Jharkhand,Achaljamu,
Kashish Beauty Parlour (Gurgaon),918837849155,"775 1st floor 
100 fUTa road Sant nagar burari ",Haryana,Gurgaon,
Brownz (Noida),918827495729,Gurbaksh nagar,Uttar Pradesh,Noida,
Breezy Skin & Hair Care (Mananthavady),918826882653,Near hindu sabha college,Kerala,Mananthavady,
Crylon Salon (SoUTh Delhi),918826736717,"Amar Colony, Lajpat Nagar, SoUTh Delhi",Delhi,SoUTh Delhi,
Aleena Unisex (Other),918826563565,Samta,Andaman and Nicobar Islands,Other,
Bridal.Com Makeuttar Pradesh Studio (Noida),918826239771,Zirak pur,Uttar Pradesh,Noida,
Nature'S Way Beauty Parlour (Delhi),918826187087,Bhuli D block Dhanbad,Delhi,Delhi,
Hair Zone. Salon (Jodhpur),918825090780,near jain mandir,Rajasthan,Jodhpur,
Lalit Makeuttar Pradesh Studio (Mohali),918820881655,Jharkhandi Main market BalraMadhya Pradeshur,Punjab,Mohali,
Beauty Craze Unisex Salon (Amritsar),918818005550,Baryatu,Punjab,Amritsar,
Namrtha S Unisex Salon (Lucknow),918816969826,Kamla nagar,Uttar Pradesh,Lucknow,
7 Studio Unisex Salon (Nihal Singh wala),918810902422,Pandu store gate,Punjab,Nihal Singh wala,
Brother Salon (Jodhpur),918806388934,"Near nam dav chock, Firozpur",Rajasthan,Jodhpur,
Mamta Unisex (Diglipur),918804111104,Vivek vihar,Andaman and Nicobar Islands,Diglipur,
House Of Beautty Salon (Dharamkot) (Bangalore),918800865388,Bhanunagar near service road,Karnataka,Bangalore,
Natural S Ladies Salon (Amritsar),918800568385,"Moradabad , delhi road",Punjab,Amritsar,
Gold Glamourra Saloon (Mysore),918800536222,Gorakhnath teMadhya Pradeshle Gorakhpur,Karnataka,Mysore,
Bral (Kot Kapura),918800228122,Taliyan pul,Punjab,Kot Kapura,
Kritigya Make Over (Chandigarh),918800196519,Opp medical College,Punjab,Chandigarh,
Filex Unisex Salon (Kanpur),918799732046,A block safdarjung,Uttar Pradesh,Kanpur,
Bluez Salon (Kanpur),918799505011,Punjabi para city mall,Uttar Pradesh,Kanpur,
Janhvi Beauty Parlour (Lucknow),918795855502,raMadhya Pradeshur near vishal mall,Uttar Pradesh,Lucknow,
Beauty Look (Azamgarh),918795008902,Shop no 4 police line near gurudwara agra,Uttar Pradesh,Azamgarh,
M Beauty Parlour (Ambikapur),918793475245,Indira mata nagar,Chhattisgarh,Ambikapur,
Alka Make Over (Panchkula),918792130446,"No 3, Shop No-1, Gali, Sec 104, near SUttarakhandhdham Residency, Hazipur, Sector 104, Noida, Uttar Pradesh 201304",Haryana,Panchkula,
Fashion Street (Other),918791312971,KUTi churaha,Andaman and Nicobar Islands,Other,
Tress Town (Modinagar),918791069248,Oppsite dominos pratap nagar colony,Uttar Pradesh,Modinagar,
( Stunner Salon ) MUttarakhandtsar (Raipur),918789318484,New Shanti nagar,Chhattisgarh,Raipur,
Dora Beauty Parlour (Muzaffarnagar),918787274761,Sec 42,Uttar Pradesh,Muzaffarnagar,
Celebrity Salon (Jandala),918787007025,"Shop No LG 81 - 82, Spectrum Mall, Sector 75, Road, opposite Sector 50, Sector 75, Noida, Uttar Pradesh 201301",Punjab,Jandala,
Egora Salon (Greater Noida),918778842289,Sigma road zirakpur,Uttar Pradesh,Greater Noida,
Adaa Makeuttar Pradesh Salon And Academy (Noida),918770963398,Majitha road,Uttar Pradesh,Noida,
Kirti Parlour (Amritsar),918770497887,"31/1 B6, Block B6, Humayunpur, Safdarjung Enclave, New Delhi, Delhi 110029",Punjab,Amritsar,
Looks Men'S Salon (Chindwara),918766265933,"Mane bazar, zira",Madhya Pradesh,Chindwara,
"Gravity, Thrissur (Chandigarh)",918757977819,"Shop No. 3, 1st Floor, Block X, Sector 12, Noida, Uttar Pradesh 201301",Punjab,Chandigarh,
Glow Beauty Salon (Delhi),918757932786,Gondwana chock,Delhi,Delhi,
La Chic (Zerakpur),918756341298,"1st floor, Star Luxury, 552, SUttarakhandanta Nagar, Baliya, West, Kolkata, Rajpur Sonarpur, West Bengal 700084",Punjab,Zerakpur,
Mansoon Pro (Nagpur),918755888883,Gandhi chock Hamirpur,Maharashtra,Nagpur,
G & G Unisex Salon (Amritsar),918755665768,"FC-108, FC Block, Sector 3, Bidhannagar, Kolkata, West Bengal 700106",Punjab,Amritsar,
Beauty Craft Salon (Zirakpur),918755600111,Chb2,Punjab,Zirakpur,
Lakshmi Beauty Parlour (Raipur),918748819207,Near dav college,Chhattisgarh,Raipur,
Nimisha Beauty Parlour (Ludhiana),918728942010,Barra 2,Punjab,Ludhiana,
Joy Professional (Noida),918727837078,Patrakar gomtinagar,Uttar Pradesh,Noida,
Lotus Salon (Mohali),918717080182,kashiram sec f,Punjab,Mohali,
Lara Beauty Salon (Chandigarh),918716445923,Ram Prastha Gete No 2 Sec 4 Vashali Sec 4 Ghaziabad,Punjab,Chandigarh,
Namrata Beauty Spa (Chandigarh),918709424729,Nacharam,UT,Chandigarh,
Beauty Density (Amritsar),918709299446,"KOODAPUZHA
CHALAKUDY ",Punjab,Amritsar,
Studeo'7 (Mansurpur),918709271132,"Paras Tierea, Sector 137, Noida, Uttar Pradesh 201305",Uttar Pradesh,Mansurpur,
Faces Salon (Noida),918709170516,Adarsh Nagar near aditi cafe,Uttar Pradesh,Noida,
Face Talk Salon (Bakhtawarpur),918707885464,Jayanagar 9th block,Delhi,Bakhtawarpur,
Evas Glamour And Glow Professional Salon (Almora),918707669909,D 83 Amar colony,Uttarakhand,Almora,
Nature'S Beauty Salon (Delhi),918700809242,KonanakUTe  Augau,Delhi,Delhi,
Colour Crystal Salon Firozpur (Zirakpur),918700370633,"Kk Tower
2 nd floor 
West fort jun
",Punjab,Zirakpur,
Smarty Aloevera (Chandigarh),918699566521,KuniyamUThur,UT,Chandigarh,
Care Saloon (Gorakhpur),918698303765,"Gali Number 4, near PNB Bank, Hazipur, Sector 104, Noida, Uttar Pradesh 201304",Uttar Pradesh,Gorakhpur,
Fair & Face Saloon (Ghaziabad),918697346242,Sonegao,Uttar Pradesh,Ghaziabad,
Mahira Mackuttar Pradesh Studeo (Jalandhar),918694800015,Panjabi para,Punjab,Jalandhar,
Meeraki Unisex (RaMadhya Pradeshur),918690205016,Sector 32,Uttar Pradesh,RaMadhya Pradeshur,
Neelam Makeover (Pali),918687181856,"Gandhi colony 
",Rajasthan,Pali,
New Look Beauty (Raipur),918687181856,"Link Road, Saharanpur (Uttar Pradesh)",Chhattisgarh,Raipur,
Riya Makeover Salon (Ferozepore),918675459175,Rs puram,Punjab,Ferozepore,
Dora Beauty World (Nagpur),918660325480,Mithai wala chauraha,Maharashtra,Nagpur,
Lovleen Makeover (Jodhpur),918660169042,Krg nagar 7th,Rajasthan,Jodhpur,
Emblish Unisex Salon (Modinagar),918657506440,"Vijay Garden Near Gate No.2, Hurlung Road, Baridih",Uttar Pradesh,Modinagar,
Blonde (Noida),918650609751,Fish park,Uttar Pradesh,Noida,
Bhati Looks (Nagpur),918650351335,Singhgad road,Maharashtra,Nagpur,
Elegance Salon Moga Mam (Amritsar),918638960760,Sec 22 Noida,Punjab,Amritsar,
Blunt Unisex Salon (Zerakpur),918638444381,Borgaon,Punjab,Zerakpur,
Pink Beauty Parlour (Nagpur),918637406245,Bada Naya goun Bundi,Maharashtra,Nagpur,
Glamour Next By Deepa (Khara),918630352739,Shivpur,Punjab,Khara,
Break Free Salon (Amritsar),918630181140,Pedak road,Punjab,Amritsar,
Life Style Salon (Kharar),918619706495,Habowal,Punjab,Kharar,
Lovely Salon (Kharar),918619704646,"Jerome nagar comcerical coMadhya Pradeshlex 
Chinnakada ",Punjab,Kharar,
Kiana Unisex Salon (Bakhtawarpur),918619459020,"Awadhpuri road near raj garden , sheetal vatika , marUTi estate agra",Delhi,Bakhtawarpur,
Divine Beauty Salon (Jodhpur),918619002961,Sharma gali,Rajasthan,Jodhpur,
Blush And Plush (Gurdaspur),918617608137,Mishar road,Punjab,Gurdaspur,
Glam Jo Salon (Kota),918617556128,"111, Santoshpur Ave, Rashmoni Bagan, Lake Terrace, Santoshpur, Kolkata, West Bengal 700075",Rajasthan,Kota,
Colour Carnival (CalicUT),918606434899,504-L opp sbi model town karnal,Kerala,CalicUT,
New Salman Salon (Moga) (New Delhi),918600055655,Basdroni Usha breeze kolkata,Delhi,New Delhi,
Moonalisa (Faridabad),918592901153,Ranjeet avenue,Haryana,Faridabad,
Matrx Salon (Talwandi Bhai) (Kanhangad),918591906806,"Gate No 3, Sadbhavna Market, C1, 2nd & 3rd Floor, opp. Cleo County, Garhi ChaUttarakhandhandi, Sector 121, Noida, Uttar Pradesh 201304",Kerala,Kanhangad,
L R Salon (Nagpur),918591393868,D block,Maharashtra,Nagpur,
Kirti Beauty Parlour (Kapurthala),918589995669,Agrahara,Punjab,Kapurthala,
Avkar Salon (Nagpur),918588905114,Dawarka puri,Maharashtra,Nagpur,
Cuts &Shine (Nagpur),918587962426,Sec 15 chandigarh,Maharashtra,Nagpur,
Iconic Unisex (Varanasi),918582967073,"C-39, C Block, Sector 15, Noida, Uttar Pradesh 201301",Uttar Pradesh,Varanasi,
City Heart Saloon (Jodhpur),918577047704,Basavanagudi,Rajasthan,Jodhpur,
Diva Makeuttar Pradesh Studio (Baga purana),918566982040,5A  LIG flat rajouri garden,Punjab,Baga purana,
Ash (Nagpur),918560981362,Lovekuch chonk,Maharashtra,Nagpur,
Nidhi Makeover (Jamshedpur),918556990545,Sai hospital road,Jharkhand,Jamshedpur,
Glitaura (Muzaffarnagar),918556877880,Vasai East,Uttar Pradesh,Muzaffarnagar,
Laxmi Beauty Parlour (Silchar),918554029777,Tulsipur,Assam,Silchar,
Diya Beauty Parlour (Modinagar),918553000560,Govind Nagar,Uttar Pradesh,Modinagar,
Simran Make Uttar Pradesh Studio (Nagpur),918547112801,aashiyana,Maharashtra,Nagpur,
Locks &Lustee Salon And Academy (Coimbatore),918533033799,"Plot No - 115, 1st Cross Rd, near Induslnd Bank, FC Block, Sector 3, Bidhannagar, Oppside, Kolkata, West Bengal 700106",Tamil Nadu,Coimbatore,
Glamour Salon (Noida),918528098678,G T road,Uttar Pradesh,Noida,
Beauty Apsra Salon (Lucknow),918527683589,Jalandhar road near hasli pull,Uttar Pradesh,Lucknow,
Gurbir Makeover (Agra),918512070956,Opp bus stand dhianpur,Uttar Pradesh,Agra,
Cuts Salon (Kharar),918510992299,Sec 44c,Punjab,Kharar,
Bhanu Salon And Makeuttar Pradesh (Rajkot),918506819777,"Main bazar , Moga",Gujrat,Rajkot,
Glance (Jaunpur),918506798678,Khatuli,Uttar Pradesh,Jaunpur,
Mauli Beauty Salon (Raipur),918484068810,"Kishanpur, Ahamdabad",Chhattisgarh,Raipur,
Lookz Bridal Studio Jalalabad (Zirakpur),918478882807,Awas vikas kalyanpur,Punjab,Zirakpur,
Blunt Salon (Itanagar),918477939793,Pension Nagar,Arunachal Pradesh,Itanagar,
Raj Shree Beauty Parlour (Faridabad),918477920263,Bhopal Ganj Indra market,Haryana,Faridabad,
Dusk Salon (Bangalore),918471020169,Sec  41,Karnataka,Bangalore,
New Marvellous (Kharar),918460606369,"LDCO Crossing, Malohar, Lucknow (Uttar Pradesh)",Punjab,Kharar,
Glamour Zone (ERANAKULAM),918459554568,"Shop No. 60, Gate No. 1, Rani Avantibai Marg, opposite CLEO COUNTY, Sector 121, Noida, Basi Bahuddin Nagar, Uttar Pradesh 201307",Kerala,ERANAKULAM,
Lady Boss Beauty Salon (Fatehghar churian),918459270614,Bus stand road bhilwara,Punjab,Fatehghar churian,
Absulate Salon (Amritsar),918449709084,BhraMadhya Pradeshuri,Punjab,Amritsar,
4 Evaa Salon (Moga),918448137430,Vrindavan,Punjab,Moga,
Masco Unisex Salon (Raipur),918447828001,Dalkhola,Chhattisgarh,Raipur,
Julee Salon (Noida),918447355354,100 feet road,Uttar Pradesh,Noida,
Headmaster (Jodhpur),918447242895,"Adityapur. 2, Road No. 4",Rajasthan,Jodhpur,
Belleza Makeuttar Pradesh Studio (Delhi),918447017810,Kirkintilloch extn,Delhi,Delhi,
Dye N Style Salon & Academy (Jodhpur),918446802936,"Chatterjee hat 711104
",Rajasthan,Jodhpur,
Glam Look Saloon (Other),918444988666,Je 5 Kirkintilloch extn,Andaman and Nicobar Islands,Other,
Ann'S (Ludhiana),918439341611,Bagpat road,Punjab,Ludhiana,
Hair Raisers Lux Salon (Mumbai),918437775005,"Main bazar, barnala",Maharashtra,Mumbai,
Poornimas (Varanasi),918437612102,"48, Santoshpur Avenue, Park Palace, Near, ShUttarakhandanta Setu, opp. Trikon Park, Santoshpur, Kolkata, West Bengal 700075",Uttar Pradesh,Varanasi,
